Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-10-12,-2.81503,53.675649,,0.26,2018-12-07,12,12,12,Planning Ref: 09/01021/FULMAJ.The conversion of Bank Hall into 12 dwellings has started. The 23 new build dwellings are expected to commence following completion of the conversion. It is predicted that all of these dwellings will be completed in the five year period.. Refurbishment of Bank Hall into 12 dwellings. Enabling development is the erection of 23 dwellings on the former orchard site but this is not on brownfield land.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2013-07-23,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Bank Hall, Bank Hall Drive, Bretherton",2933,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.613453,53.658112,,3.49,2018-12-07,140,140,140,"Planning Ref: 17/00441/REMMAJ (2017-10-11); 17/01123/REM (2018-01-17) 96 dwellings under construction by September 2018.. Reserved matters approval for parcels M1 & H1a, including for 160 residential units & 1no. retail unit, associated infrastructure and landscaping.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-10-11,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Group 1, Parcels M1 & H1a, Brookwook Way, Buckshaw",2528.7,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.673099,53.676001,,4.63,2018-12-07,125,125,125,Planning Ref: 17/00767/REMMAJ. 76 dwellings were under construction as at September 2018. The parcel would be completed in the five year period and has been included in the five year supply.. Reserved matters application for the erection of 125 no. residential dwellings (including 60 affordable dwellings) and associated landscape and highway works (Pursuant to outline permission ref: 14/00927/OUTMAJ) (Resubmission of 17/00767/REMMAJ).,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2018-06-15,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Group 1, Parcel H1b(ii) Euxton Lane, Buckshaw",2528.6,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.669526,53.675024,,2.3,2018-12-07,96,96,96,Planning Ref: 08/00910/OUTMAJ. Outline planning application for the redevelopment of land at Group 1 for mixed use development (parcels without reserved matters).,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2009-12-22,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Group 1, Euxton Lane, Buckshaw",2528,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.669559,53.676156,,2.15,2018-12-07,9,9,9,"Planning Ref: 15/01037/REMMAJ (2015-12-16); 16/00999/REMMAJ (2017-01-25). 9 dwellings left to be built at September 2018, all of which were under construction. All dwellings have been included in the five year supply.. Reserved matters application pursuant to outline planning permission 14/00927/OUTMAJ for the erection of 166 no. dwellings.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-01-25,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Parcel H1c, Group 1, Euxton Lane, Buckshaw",2528.5,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.632376,53.649618,,4.44,2018-11-29,149,149,149,"Planning Ref: 07/01426/FULMAJ (2009-06-12); 1/00875/FULMAJ (2012-01-19). Land remediation and contamination works started in 2015 however construction of the dwellings has not yet started. An email from the applicant states that terms have been agreed with a housebuilder and construction of the dwellings is expected to start around April 2018. Assuming a completion rate of 30 dwellings per annum, 120 dwellings would be completed in the five year period.. Erection of 149 dwellings",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2012-01-19,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Talbot Mill, Froom Street, Chorley",2525,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.632846,53.655737,,0.1,2018-12-07,14,14,14,Planning Ref: 08/00111/FULMAJ (2010-08-05); 14/01079/FULMAJ (2015-01-20); 15/00369/FULMAJ (2016-02-19). 14 units under construction in September 2018.. Demolition of public house and café and erection of retail units and 14 flats.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2016-02-19,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"The Eagle and Child Hotel, 20 Pall Mall, Chorley",2613,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.638571,53.706148,,0.3,2018-11-29,33,33,33,Planning Ref: 16/00678/P3PAJ (2016-09-28); 16/00678/P3PAJ 16/00754/FUL (2016-10-14). Development of the site had not started in April 2017. It is predicted that all of these dwellings will be completed in the five year period.. Prior approval for change to use of offices to 29 appartments and erection of 4 apartments.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2016-10-14,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Lingmell House, Water Street, Chorley, PR7 1EJ",3184,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.662791,53.627783,,1.99,2019-01-30,75,75,75,"Planning Ref: 16/00656/FULMAJ (2018-05-11). 2 dwellings under construction at September 2018.. Detailed planning consent for the erection of 75 dwellings with associated access arrangements at land adjacent to Coppull Enterprise Centre, Chorley",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2018-05-11,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Land West of Coppull Enterprise Centre, Mill Lane, Coppull",3406,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.752891,53.66563,,0.9,2018-11-29,7,4,7,Planning Ref: 14/00761/OUTMAJ (2015-12-17); 16/00452/OUTMAJ (2017-02-10). Outline planning permission granted 2017-02-10 for erection of 4 detatched dwellings. Outline planning permission granted 10/02/17 for 4 dwellings.. Demolition of hotel and restaurant and erection of 7 dwellings.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2015-12-17,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"The Mill Hotel, Moor Road, Croston",3124,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
