point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'23,"Furniture Store, Sherwin Road, off Lenton Boulevard",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455544.8989000004&xmax=455659.8514999999&ymin=339056.7952999994&ymax=339136.15249999985",0.26,,,Not Permissioned,,,,7,7,7,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'35,"Porchester Car Sales, Porchester Road, near Carlton Road",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=459139.5970999999&xmax=459169.6255999999&ymin=341076.2773000002&ymax=341159.6032999996",0.14,,,Not Permissioned,,,,6,6,6,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'67,"N l Pearson and Sons, Latham Street",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=453734.9760999996&xmax=453760.1564999996&ymin=345436.4491000008&ymax=345464.7009999994",0.03,,,permissioned,full planning permission,2017-06-09,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJNXO0LYJLZ00,5,5,5,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'99,Vernon Road - Former Johnsons Dyeworks,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455221.0493999999&xmax=455600.89919999987&ymin=342995.24789999984&ymax=343278.49679999985",4.41,,,not permissioned,,,,87,60,115,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'124,"Small businesses (Former Peacemills), Perry Road",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456788.55090000015&xmax=456944.80310000014&ymin=343207.9969999995&ymax=343276.99730000086",0.53,,,permissioned,full planning permission,2017-07-04,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OM8O4SLYJ4T00,21,21,21,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'138,"Disused garage, Ilkeston Road, Opposite Cobden Street",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455290.80260000005&xmax=455358.8985000001&ymin=340122.66029999964&ymax=340168.1470999997",0.23,,,Not permissioned,,,,30,30,30,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'140,Ilkeston Road - Radford Mill,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455721.0538999997&xmax=455797.79959999956&ymin=340156.00060000084&ymax=340262.82799999975",0.62,,,permissioned,full planning permission,2017-06-29,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMN72LY01B00,335,335,335,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'141,Alfreton Road - Forest Mill,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455935.9424999999&xmax=456094.34970000014&ymin=340311.5460999999&ymax=340451.8958999999",1.2,,,permissioned,outline planning permission,2018-01-24,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OG0DHXLY01B00,310,310,310,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'143,"United Carpets, Hartley Road",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455465.20210000034&xmax=455508.5959000001&ymin=340666.60449999943&ymax=340715.67039999925",0.14,,,Not Permissioned,,,,8,8,8,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'148,"Bobbers Mill Bridge - Bobbers Mill Industrial Estate,",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454973.8130000001&xmax=455205.7960000001&ymin=341226.5541999992&ymax=341596.49829999916",4.38,,,not permissioned,,,,100,80,120,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'150,Bobbers Mill Bridge - Land Adjacent to Bobbers Mill Industrial Estate,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454924.33999999985&xmax=455034.5999999996&ymin=341446.69999999925&ymax=341595.3499999996",0.55,,,not permissioned,,,,19,17,21,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'160,"P J Towey Construction, 197 Gladstone Street, NG7 6HX",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456167.4009999996&xmax=456194.94770000037&ymin=341882.74620000087&ymax=341901.75090000033",0.05,,,permissioned,outline planning permission,2015-12-31,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NXJQRTLYCB000,5,5,5,,Outline application for 5 dwellings following demolition of existing building.,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'168,"Disused Petrol Filling Station, Nottingham Road/ Rosetta Road",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455920.0493000001&xmax=455967.69739999995&ymin=342541.99760000035&ymax=342582.1961000003",0.09,,,Not Permissioned,,,,7,7,7,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'169,"Ellis and Everard site, Haydn Road",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456117.4029000001&xmax=456279.2039999999&ymin=342437.29759999923&ymax=342583.4458000008",1.01,,,permissioned,outline planning permission,2016-09-06,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NZ1KCBLY00L00,29,29,29,,Residential development.,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'226,Highbury Road - Former Henry Mellish School Site,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454521.2000000002&xmax=454661.10950000025&ymin=344242.30000000075&ymax=344384.1899999995",0.99,,,not permissioned,,,,36,34,38,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'253,Arnside Road - Former Chronos Richardson,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456187.5488999998&xmax=456427.95320000034&ymin=344078.4000000004&ymax=344260.3499999996",2.58,,,not permissioned,,,,75,63,87,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'254,Stanton Tip - Hempshill Vale,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=452818.0658999998&xmax=453863.7862999998&ymin=343821.03360000066&ymax=344604.7441000007",42.65,,,not permissioned,,,,500,500,500,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'274,"Site of the former The Globe, 196 Denman Street Central",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455692.2463999996&xmax=455727.1972000003&ymin=340389.0039000008&ymax=340423.75400000066",0.07,,,permissioned,full planning permission,2017-02-24,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OC1I15LYLSH00,21,21,21,,New Build Proposal for 21 flats on The Globe Pub Site,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'275,"Red Cross Society (Notts HQ), Gregory Street",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455286.54810000025&xmax=455333.70160000026&ymin=338828.0007000007&ymax=338872.99789999984",0.13,,,permissioned,full planning permission,2018-11-22,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P7261HLYK6100,23,23,23,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'279,"Eagle Press island site, Robin Hood Way",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456847.11390000023&xmax=456934.8925000001&ymin=338211.8959999997&ymax=338294.85339999944",0.31,,,Not permissioned,,,,40,40,40,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'283,"Old Rectory, Village Road",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454534.3016999997&xmax=454627.52859999985&ymin=334835.70350000076&ymax=334929.1766999997",0.51,,,permissioned,full planning permission,2015-11-12,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NK9XZQLY01B00,6,6,6,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'313,"Enderleigh, The Crescent",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457780.75320000015&xmax=457843.24260000046&ymin=341697.1695000008&ymax=341770.19859999977",0.33,,,permissioned,full planning permission,2017-12-01,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OUIBCSLYHOG00,10,10,10,,10 dwellings and associated works.,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'326,"Waterside - Daleside Road, Trent Lane Basin,",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458724.4994999999&xmax=459073.49650000036&ymin=338763.39919999987&ymax=339162.1651000008",9,,,permissioned,,2016-04-04,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQ8E6NLYCB000,276,276,276,,Variation of condition S1 of planning permission reference 13/03029/PFUL3 (house type details and general details).,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'327,"Police garage and offices, 24-30 Shakespeare Street",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457121.5524000004&xmax=457188.79920000024&ymin=340362.20160000026&ymax=340412.59720000066",0.19,,,permissioned,,2015-09-24,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQEEWSLYCB000,44,44,44,,Variation of condition S1 of planning permission reference 12/01581/PFUL3 (external design changes).,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'333,123 Huntingdon Street,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457404.30030000024&xmax=457474.9358000001&ymin=340517.79700000025&ymax=340583.6983000003",0.24,,,permissioned,full planning permission,2018-10-10,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P54FUNLYMPU00,112,112,112,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'342,"West Trent Works, Wilford Crescent",,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457676.8985000001&xmax=457752.3491000002&ymin=338026.1702999994&ymax=338098.89949999936",0.31,,,permissioned,full planning permission,2018-08-02,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCK0OYLYFLY00,24,24,24,,,2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'347,Canal Quarter - Crocus Street Southpoint,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457721.25&xmax=457872.4500000002&ymin=338996.0254999995&ymax=339066.5",0.94,,,permissioned,,2017-07-13,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OONHLTLYGW900,350,350,350,,"Erection of 350 residential units including 12 live/work units, basement car parking (230 spaces) and ancillary works following demolition (renewal of planning permission reference 04/02843/PFUL3).",2017-12-14,2017-12-14,
,http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,'360,Land between Bancroft and 4 Barrack Lane,,,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455956.0965999998&xmax=456006.54810000025&ymin=339939.5025999993&ymax=339968.9043000005",0.08,,,permissioned,full planning permission,2014-09-09,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N724A7LYCB000,16,16,16,,Redevelopment to provide 16 residential apartments following demolition.,2017-12-14,2017-12-14,
