Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-10-16,-0.310872,50.838812,,0.21,2018-10-30,6,6,6,Application for approval of reserved matters following outline application AWDM/1128/14 for appearance and landscaping through the submission of detailed plans and elevations for 6 no. 3 bedroom dwellings and a detailaed soft and hard landscaping scheme and drainage details.. Planning Ref: AWDM/0376/18,Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,2018-09-07,reserved matters approval,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,,"Lancing Manor Filling Station, Old Shoreham Road, Lancing","https://www.adur-worthing.gov.uk/media/media,146438,en.pdf",ADCBR1
yes,,2017-10-16,-0.270247,50.833945,,0.08,2018-10-30,14,14,14,Change of Use of Office B1 and general industrial B2 to 14 residential units comprising 1 no. studio; 2 no. one bedroom; 10 no. two bedroom and 1 no. three bedroom flats.. Planning Ref: AWDM/1267/16,Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,2017-07-06,full planning permission,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,,"Caxton House, Ham Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146439,en.pdf",ADCBR2
yes,,2017-10-16,-0.278322,50.832176,,0.1,2018-10-30,6,6,6,Demolition of existing garage block and construction of 4 no. garages and 1 no. studio unit and communal common room and kitchen area on ground floor with an additional 5 no. studio units at first floor (6 no. units in total) for student accommodation; cycle and refuse storage at ground floor level. Planning ref: AWDM/0606/15,Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,2015-11-16,full planning permission,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,,"Garage Block, Britannia House, High Street, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146442,en.pdf",ADCBR5
yes,,2017-10-16,-0.268274,50.83316,,0.6,2018-10-30,75,75,120,"The Council, as landowner, is actively supporting the redevelopment of this former Civic Office site. Demolition of the building has been completed.. SHLAA Ref: ADC/059/13",Adur District Council,http://opendatacommunities.org/id/district-council/adur,owned by a public authority,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,not permissioned,,"Adur Civic Centre, Ham Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146445,en.pdf",ADCBR8
yes,,2017-10-16,-0.24416,50.83128,,0.3,2018-10-30,33,33,33,Demolition of 11-27 Albion Street and redevelopment to provide a total of 50 flats comprising 15 affordable and 35 market flats and the refurbishment of 7-9 Albion Street (to provide 6 flats within the existing building).. AWDM/0954/18,Adur District Council,http://opendatacommunities.org/id/district-council/adur,mixed ownership,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,pending decision,,"Land at 7-27 Albion Street, Southwick","https://www.adur-worthing.gov.uk/media/media,146446,en.pdf",ADCBR9
yes,,2017-10-16,-0.323616,50.822044,,0.09,2018-10-30,13,13,13,A planning application has been received but not yet registered as additional information is required.. SHLAA Ref: ADC/082/13,Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,not permissioned,,"Laundry,Alma Street, Lancing","https://www.adur-worthing.gov.uk/media/media,146447,en.pdf",ADCBR10
yes,,2017-10-16,-0.274522,50.833937,,0.57,2018-10-30,27,27,27,The site is in multiple public ownership. Significant progress has been made to deliver a mixed use scheme to include approximately 27 dwellings.. SHLAA Ref: ADC/086/16,Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,not permissioned,,"Community Buildings, Pond Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146448,en.pdf",ADCBR11
yes,,2017-10-16,-0.228908,50.83578,,0.7,2018-10-30,36,36,36,The site is in public ownership and has been declared surplus to requirements and is vacant.. SHLAA Ref: ADC/119/13,Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,not permissioned,,"Land at Eastbrook Primary School, Manor Hall Road, Southwick","https://www.adur-worthing.gov.uk/media/media,146449,en.pdf",ADCBR12
yes,,2017-10-16,-0.250282,50.830851,,0.47,2018-10-30,45,45,90,This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change in the Adur Local Plan 2017. The regeneration of Shoreham Harbour has been a long term aspiration and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership. Progress is being made to bring this site forward.. SHLAA Ref: SH/001/13,Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,not permissioned,,"5 Brighton Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146450,en.pdf",ADCBR13
yes,,2017-10-16,-0.265712,50.832169,,2.8,2018-10-30,540,540,540,"This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change in the Adur Local Plan 2017. The regeneration of Shoreham Harbour has been a long term aspiration and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership.. Redevelopment of the site to provide ten buildings, containing 540 new homes (of which two will be studios, 179 x one bed, 323 x two bed and 38 x three bed). Planning Ref: AWDM/1497/17",Adur District Council,http://opendatacommunities.org/id/district-council/adur,not owned by a public authority,,,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,,"Free Wharf, Brighton Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146451,en.pdf",ADCBR14
