Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-22,,,,0.06,2017-12-22,6,6,6,Lapsed Outline Planning Permission previously granted for 6 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"Land Between 94A Willow Street and Oak Street, Oswestry",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,10/00540/OUT
,,2017-12-22,,,,0.31,2017-12-22,14,14,14,Lapsed Full Planning Permission previously granted for a residential development of 14 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"Phoenix Garage, Great Hales Street, Market Drayton",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,10/00968/FUL
,,2017-12-22,,,,0.3,2017-12-22,9,9,9,Lapsed Full Planning Permission previously granted for a residential development of 9 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"Land At 1 Pinkham, Cleobury Mortimer",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,10/01319/FUL
,,2017-12-22,,,,4.77,2017-12-22,80,80,80,Outline Planning Permission previously granted on the 2011-12-23 (10/04143/OUT) for 94 dwellings. The application subsequently lapsed. |There remains a known interest in bringing this site forward for residential development.. Lapsed Outline Planning Permission previously granted for 80 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"Pentons Haulage And Coldstore, School Road, Ruyton XI Towns, Shrewsbury, Shropshire, SY4 1JT",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,10/04143/OUT
,,2017-12-22,,,,0.03,2017-12-22,5,5,5,Lapsed Full Planning Permission previously granted for a residential development of 5 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"6 St Marys Street, Market Drayton",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,11/00983/FUL
,,2017-12-22,,,,0.05,2017-12-22,5,5,5,Lapsed Full Planning Permission previously granted for a residential development of 5 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"Land at 1 Forge Way, Dorrington, Shrewsbury",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,11/02325/FUL
,,2017-12-22,,,,0.19,2017-12-22,5,5,5,Lapsed Outline Planning Permission previously granted for 5 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"Coach Garage, Village Road, Childs Ercall, Market Drayton",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,11/03859/OUT
,,2017-12-22,,,,0.04,2017-12-22,7,7,7,Lapsed Full Planning Permission previously granted for a residential development of 7 dwellings.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,,,,Not permissioned,,"7 Claremont Street, Shrewsbury",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,11/04508/FUL
yes,,2017-12-22,,,,0.13,2017-12-22,9,9,9,Outline application for the erection of nine open market one affordable dwelling to include layout and access following demolition of existing dwelling.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,2016-03-16,outline planning permission,,permissioned,,"Bromfield, 66 Spring Gardens, Shrewsbury, Shropshire, SY1 2TE",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,13/00022/OUT
yes,,2017-12-22,,,,0.17,2017-12-22,9,9,9,"New Planning Application (17/02469/FUL) pending consideration on the site.. Change of use from B1 to C3 (dwelling houses); Demolition of outbuildings and office block; Conversion of existing workshop buildings to form 2 no. 2 bed dwellings; Erection of 4 no. 3 bed dwellings, 1 no. 2 bed dwelling and 1 no. 2 bed flat above garaging; Access improvements; Parking provision; and Outside waste storage.",Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,2014-09-08,full planning permission,,permissioned,,"McKeand Smith & Co Ltd, Station Road, Albrighton, Wolverhampton, WV7 3EA",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,13/00097/FUL
yes,,2017-12-22,,,,1.06,2017-12-22,26,26,26,"Residential re-development. A proportion of this site is located within Powys, the equivalent proportion of the dwellings proposed on this site (10) have been discounted for this site.",Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,2015-01-27,outline planning permission,,permissioned,,"Land West Of Mill Green, Knighton, Powys",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,13/01854/OUT
yes,,2017-12-22,,,,0.15,2017-12-22,5,5,5,Outline application for the erection of five dwellings to include means of access following demolition of existing sheds.,Shropshire,http://opendatacommunities.org/id/unitary-authority/shropshire,not owned by a public authority,2014-09-12,outline planning permission,,permissioned,,"Dale House, Newport Road, Hinstock, Market Drayton, TF9 2TH",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,13/02550/OUT
