Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-05,-1.474427,53.386539,,0.47,2017-12-12,36,36,36,Estimated to comprise of 20 Apartments and 16 Houses,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2013-07-03,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MDQY7YNYFY000,permissioned,,"Site of 1-7 Allen Street, 7, 9, 11, 13 and 15 Smithfield and Snow Lane, Sheffield",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S02156
,,2017-12-05,-1.477343,53.348027,,0.19,2017-12-12,22,22,22,Estimated to comprise of 14 Apartments and 8 Houses,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2008-06-17,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JEZMBUNYSF000,permissioned,,"Scarsdale House, 136 Derbyshire Lane, Woodseats",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S00202
,,2017-12-05,-1.472727,53.388088,,0.08,2017-12-12,45,45,45,Estimated to comprise of 45 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2009-01-20,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JJZ5U9NYFD000,permissioned,,Site Of 55 Russell Street And Bowling Green Street Sheffield S3 8RW,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S03489
yes,,2017-12-05,-1.464537,53.383905,,0.03,2017-12-12,5,5,5,Estimated to comprise of 5 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2014-12-23,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N0MSM6NYFY000,permissioned,,First Floor To Third Floors 19 - 21 Haymarket Sheffield S1 2AW,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S02576
yes,,2017-12-05,-1.488725,53.369777,,0.06,2017-12-12,12,12,12,Estimated to comprise of 12 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2012-03-02,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LV3U5YNY09I00,permissioned,,Site of 45 Stalker Lees Road,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S01916
yes,,2017-12-05,-1.465021,53.378212,,0.03,2017-12-12,7,7,7,Estimated to comprise of 7 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2011-06-10,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LJW6Z3NY0IS00,permissioned,,The Howard,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S01801
yes,,2017-12-05,-1.469728,53.371608,,0.14,2017-12-12,14,14,14,Estimated to comprise of 14 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2017-08-24,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ORZVWINYICX00,permissioned,,"Lynthorpe House, 86 Charlotte Road, Sheffield, S1 4TL",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S01417
,,2017-12-05,-1.428432,53.366525,,0.16,2017-12-12,20,20,20,Estimated to comprise of 20 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2011-12-15,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LTEUIWNYFY000,permissioned,,"Land Adjacent to 24 Bassledene Road, Sheffield",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S01381
,,2017-12-05,-1.486797,53.349465,,0.47,2017-12-12,33,33,33,Estimated to comprise of 33 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2006-10-17,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=J34EZJNYN9000,permissioned,,"Site of Vernons the Bakers and Bankside Works, Archer Road, Sheffield S8 0JT",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S00108
yes,,2017-12-05,-1.469705,53.374362,,0.26,2017-12-12,96,96,96,Estimated to comprise of 96 Apartments,Sheffield City Council,http://opendatacommunities.org/id/metropolitan-district-council/sheffield,not owned by a public authority,2006-10-18,full planning permission,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=J06O1RNYIE000,permissioned,,"Development at Bernard Works Site, Sylvester Gardens, Sheffield S1 4RP",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,S00040
