Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-19,-2.56427,51.457603,,0.06,2020-12-18,,22,22,Alternative site reference: O10_952,,http://opendatacommunities.org/id/unitary-authority/bristol,,2004-05-11,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=0400562F&activeTab=summary,permissioned,,2-4 Church Road Lawrence Hill Bristol BS5 9PP,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=0400562F,04/00562/F
yes,,2017-12-19,-2.588635,51.45398,,2.28,2020-12-18,,431,431,Alternative site reference: O10_877,,http://opendatacommunities.org/id/unitary-authority/bristol,,2006-11-21,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=HYMYT5DNDD000&activeTab=summary,permissioned,,Former Courage Brewery Counterslip Redcliff Bristol,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=HYMYT5DNDD000,04/02177/F
yes,,2018-12-19,-2.551278,51.459864,,0.04,2020-12-18,,11,11,Alternative site reference: O10_940,,http://opendatacommunities.org/id/unitary-authority/bristol,,2005-03-01,outline planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=I4G002DN2D000&activeTab=summary,permissioned,,Redfield Post Office Chalks Road Bristol BS5 9EW,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=I4G002DN2D000,04/03995/P
,,2017-12-19,-2.598709,51.447254,,4.19,2020-12-18,,61,61,Alternative site reference: O10_593C,,http://opendatacommunities.org/id/unitary-authority/bristol,,2007-06-22,outline planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=I520C3DNGC000&activeTab=summary,permissioned,,Land At Wapping Wharf Wapping Road Bristol,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=I520C3DNGC000,04/04126/P
yes,,2019-12-19,-2.5814,51.452857,,0.38,2020-12-18,,120,120,Alternative site reference: O10_878D,,http://opendatacommunities.org/id/unitary-authority/bristol,,2019-04-02,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=OUW31RDNJMD00&activeTab=summary,permissioned,,Plot ND6 Temple Quay North Temple Gate Bristol,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OUW31RDNJMD00,17/04673/F
yes,,2018-12-19,-2.577935,51.441142,,0.1,2020-12-18,,13,13,Alternative site reference: O10_1039,,http://opendatacommunities.org/id/unitary-authority/bristol,,2006-06-19,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=I9H9KLDN98000&activeTab=summary,permissioned,,3-5 Bushy Park Bristol BS4 2EG,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=I9H9KLDN98000,04/05284/F
yes,,2017-12-19,-2.602685,51.41526,,4.66,2020-12-18,,422,422,Alternative site reference: O10_1067,,http://opendatacommunities.org/id/unitary-authority/bristol,,2007-02-22,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=IO56ECDN3J000&activeTab=summary,permissioned,,Former Imperial Tobacco Office Building Hengrove Way Bristol BS14 0HR,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=IO56ECDN3J000,05/03988/F
yes,,2018-12-19,-2.606018,51.440657,,0.07,2020-12-18,,22,22,Alternative site reference: O10_1068,,http://opendatacommunities.org/id/unitary-authority/bristol,,2007-03-21,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=JAXIXDDNIM000&activeTab=summary,permissioned,,100 - 110 North Street Bedminster Bristol BS3 1HF,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=JAXIXDDNIM000,06/05456/F
yes,,2018-12-19,-2.694501,51.499439,,0.2,2020-12-18,,23,23,Alternative site reference: O10_1172,,http://opendatacommunities.org/id/unitary-authority/bristol,,2008-03-05,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=JIFTQCDN0DD00&activeTab=summary,permissioned,,Former Avonmouth Bus Depot Avonmouth Road Bristol BS11 9LP,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=JIFTQCDN0DD00,07/02235/F
,2020-12-18,2018-12-19,-2.561468,51.466403,,0.04,2020-12-18,,,,Alternative site reference: O10_1201,,http://opendatacommunities.org/id/unitary-authority/bristol,,,,,,,104 Belle Vue Road Easton Bristol BS5 6BX,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=K4D1L7DN00J00,08/03169/P
yes,,2018-12-19,-2.551858,51.463277,,0.07,2020-12-18,,9,9,Alternative site reference: U10_4673,,http://opendatacommunities.org/id/unitary-authority/bristol,,2011-02-14,full planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=LDKEF2DNK8000&activeTab=summary,permissioned,,Former 280-286 Whitehall Road Bristol BS5 7BL,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LDKEF2DNK8000,10/05456/F
,,2017-12-19,-2.581894,51.461841,,1.7,2020-12-18,,230,230,Alternative site references: O10_1260B|O10_1260C|O10_1260D|O10_1260E,,http://opendatacommunities.org/id/unitary-authority/bristol,,2012-12-14,outline planning permission,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?keyVal=LELZ4EDN00O00&activeTab=summary,permissioned,,Land Surrounding Dove Lane St Pauls Bristol,https://pa.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LELZ4EDN00O00,11/00034/P
